start_date,end_date,progress,duration_seconds,finished,recorded_date,campus,group_number,nanostore_name,address,coordinates_text,street_type,location_type,store_size,latitude,longitude,valid_coords
2025-11-14 07:17:05,2025-11-14 07:18:59,100,114,True,2025-11-14 07:19:02,SIN,"Lopez,Montoya,Felix",Súper Valle Alto,"Calle Siete Valles 4854, Valle Alto, 80050, Culiacán Rosales, Sin.","24.80636, -107.46266",Primary,Corner shop,51-100m²,24.80644570491354,-107.46254248676468,True
2025-11-14 07:53:22,2025-11-14 07:57:26,100,243,True,2025-11-14 07:57:27,QRO,"Martinez,Dousset,Perez",Super Alondra,"Av, Prol Zaragoza 1100, El Batan, Valle de los Olivos, 76902 San José de los Olvera, Qro.","20.548346408182084,-100.40994014705646",Secondary,Corner shop,20-50m²,20.5485328,-100.4098229,True
2025-11-14 08:30:18,2025-11-14 08:32:25,100,126,True,2025-11-14 08:32:28,TOL,"Torres, Guevara, T√©llez",Mini Super Jiménez,"Calle Emiliano Zapata 145, Zimbrones, 51355 San Luis Mextepec, Méx.","19.29832435799215, -99.72390356933145",Primary,Middle of the street,51-100m²,19.2980455,-99.7239852,True
2025-11-14 08:46:06,2025-11-14 08:50:05,100,238,True,2025-11-14 08:50:06,CCM,"Palma, Cedillo",Abarrotes las Torres,"Abarrotes Las Torres, Av de las Torres 170, Coapa, Arboledas del Sur, Tlalpan, 14376 Ciudad de México, CDMX","19.2911867,-99.1393538,17",Primary,Corner shop,20-50m²,0.0,0.0,False
2025-11-14 10:00:51,2025-11-14 10:03:05,100,134,True,2025-11-14 10:03:09,TOL,"Navarrete,Sotelo,Tapia",La Comercial,"Gral. José Vicente Villada 69, Espiritu Santo, 52140 Metepec, Méx., México","19.25212, -99.60435",Secondary,Corner shop,51-100m²,19.252023068468404,-99.6044198159122,True
2025-11-14 10:31:44,2025-11-14 10:38:34,100,410,True,2025-11-14 10:38:39,TOL,"Gonzalez,Cid,Rodriguez",La abejita,"Cerca de Alcatraces 91, Izcalli II, 52176 San Salvador Tizatlalli, Méx.","(19.2707759, -99.5923013)",Secondary,Corner shop,20-50m²,19.27070467539408,-99.59229292483916,True
2025-11-14 11:08:59,2025-11-14 11:13:15,100,255,True,2025-11-14 11:13:18,TOL,"Ocampo,Mendoza",Miscelánea la Fortuna,"Cerca de “La cuevita de las tortugas”, 50250 San Antonio Buenavista, 50250 Toluca de Lerdo, Méx.","19.2655483, -99.7069211",Primary,Middle of the street,20-50m²,19.265965784642997,-99.7068346587764,True
2025-11-14 11:42:15,2025-11-14 11:49:41,100,446,True,2025-11-14 11:49:44,TOL,"Ramos,Garcia,Diaz",Lonja la Reina,https://maps.app.goo.gl/jnGeGwWD4uEmgCwX6,"19.264680,-99.635280",Secondary,Corner shop,51-100m²,19.2648282,-99.6352819,True
2025-11-14 11:48:04,2025-11-14 11:55:37,100,452,True,2025-11-14 11:55:40,TOL,"Merlos,Rivas,Flores",Abarrotes Valente,"Cerca de Calle Gral Roque González G. 362, Ocho Cedros, 50170 Toluca de Lerdo, Méx.","(19.2581366, -99.6652332)",Secondary,Middle of the street,20-50m²,19.258147275550154,-99.66521137106352,True
2025-11-14 12:33:57,2025-11-14 12:44:22,100,625,True,2025-11-14 12:44:25,CDJ,"Garcia,Garcia,Verdugo",El Portalitos Abarrotes y Mas,"Av. Morelia 8701, Eréndira, 32663 Juárez, Chih.","31.6738178, -106.4111632",Secondary,Corner shop,20-50m²,31.6738509,-106.4112104,True
2025-11-12 08:27:10,2025-11-14 12:45:00,100,188269,True,2025-11-14 12:45:04,CHI,983,mini super Del Barrio,"María de Jesús Bejarano 213, Barrio del Nte, 31300 Chihuahua, Chih.","28.670667, -106.074082",Secondary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-14 12:40:28,2025-11-14 12:51:04,100,636,True,2025-11-14 12:51:07,TOL,"Ramos,Garcia,Diaz",Moysen Super Tienda,"Esquina citlaltepec, Matlalcueye 101, Xinantécatl, 52158 San Jorge Pueblo Nuevo, Méx.","19.26460584878505, -99.63683905337327",Secondary,Corner shop,20-50m²,19.264522880382877,-99.63623141555765,True
2025-11-14 12:49:18,2025-11-14 12:57:07,100,468,True,2025-11-14 12:57:10,QRO,"Espinosa, Escárcega, Mayagoitia",Miscelánea la Candeli,"Avenida Pie de la Cuesta Desarrollo San Pablo 76125 Santiago de Querétaro, Querétaro ","(20.6232441, -100.4060111)",Primary,Corner shop,<20m²,20.614386646243634,-100.40371697925156,True
2025-11-14 12:55:14,2025-11-14 13:02:20,100,426,True,2025-11-14 13:02:24,LAG,"Ruiz,Luevanos,Necochea",Súper Ayala,"Avenida Andorra 4682 Ex Hacienda Antigua los Ángeles 27260 Torreón, Coah. México","(25.5306413, -103.3993845)",Secondary,Corner shop,20-50m²,25.53082290281144,-103.39916932352888,True
2025-11-14 13:16:57,2025-11-14 13:23:06,100,369,True,2025-11-14 13:23:10,CDJ,"Fierro,Mendez,Vargas",Abarrotes “4 hermanas”,"Av. Valle de Juárez 7380, Frontera, 32427 Juárez, Chih.","31.7373951, -106.4161937",Primary,Middle of the street,20-50m²,31.73744185541851,-106.41629307962803,True
2025-11-14 14:45:36,2025-11-14 14:49:55,100,258,True,2025-11-14 14:50:00,SLP,"Andrade, Garcia, Hernandez",Natura Verde,https://maps.app.goo.gl/NnqUZdEN24YRSPEa7?g_st=ipc,"(22.1285040, -101.0257747)",Secondary,Middle of the street,51-100m²,22.128568323077623,-101.02569321920838,True
2025-11-13 11:41:34,2025-11-14 16:16:34,100,102899,True,2025-11-14 16:16:35,SIN,"Higuera,Pe√±a,Sepulbeda",Abarrote lidia,"Sócrates 3224, Obrero Campesino, 80013 Culiacán Rosales, Sin.","24.832049435173843, -107.37988251499814",Primary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-14 07:51:25,2025-11-14 17:34:26,100,34981,True,2025-11-14 17:34:27,SIN,"Hern√°ndez,Figueroa,Valenzuela",Super el Tango Stase 2,https://maps.app.goo.gl/rMuuXd1RmNNXt4yk7,"24°49'45.4""N 107°24'56.0""W",Primary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-14 17:32:25,2025-11-14 17:42:34,100,608,True,2025-11-14 17:42:37,CVA,MoyaMart√≠nezSanchez,La Fé,https://maps.app.goo.gl/9PsVwpZbxYoJ9QWx7?g_st=ipc,"(18.8969102, -99.1291280)",Secondary,Corner shop,<20m²,0.0,0.0,False
2025-11-14 18:39:39,2025-11-14 18:49:31,100,591,True,2025-11-14 18:49:32,TOL,"Flores,García,Zarza",Tienda Susana,"Ignacio López Rayon 222, Delegación San Buenaventura, 50110 San Buenaventura, Méx","19.26802404563238, -99.68711981470842",Secondary,Middle of the street,<20m²,19.3054032,-99.7267618,True
2025-11-15 12:38:18,2025-11-15 12:59:40,100,1282,True,2025-11-15 12:59:42,CSF,"Lopez,Xolio",Abarrotes Javier," Ocote 26, San Bartolo Ameyalco, La Magdalena Contreras, 10010 Ciudad de Mexico, CDMX","19.3264940, -99.2424460",Secondary,Middle of the street,20-50m²,19.3263756,-99.2424928,True
2025-11-15 13:38:30,2025-11-15 13:42:25,100,234,True,2025-11-15 13:42:28,PUE,"Absari,Castillo,Olvera",Abarrotes El Diego’s," Cam. Real a San Andrés, 72820 San Bernardino Tlaxcalancingo, Pue.","(19.0387461, -98.2749052)",Secondary,Middle of the street,20-50m²,19.038803620957395,-98.27473602281808,True
2025-11-15 11:24:29,2025-11-15 14:05:41,100,9672,True,2025-11-15 14:05:47,CCM,"Bravo,Nieto,Avila",Abarrotes Vianey,"Puerto Vallarta 13, La Bomba, 56600 Chalco de Díaz Covarrubias, Méx.","(19.2711538, -98.8860673)",Secondary,Corner shop,<20m²,19.352146098492177,-99.01562372135793,True
2025-11-15 13:41:19,2025-11-15 15:02:42,100,4883,True,2025-11-15 15:02:46,CSF,"Cruz,Cacho,Tirado",La Nueva,https://maps.app.goo.gl/4KMRCzLi7JMqGjsM7?g_st=ipc,"(19.2761052, -99.5479905)",Secondary,Middle of the street,<20m²,19.27321945402749,-99.54340160068216,True
2025-11-14 07:05:49,2025-11-15 16:07:29,100,118900,True,2025-11-15 16:07:31,TOL,"Adame, Mejia",Cremeria Y Abarrotes Ellie,"Manzana 024, San Bartolome Tlaltelulco, 52160 San Bartolomé Tlaltelulco, Méx.","19°13'34.2""N 99°37'43.9""W",Secondary,Corner shop,20-50m²,19.360335,-99.6404587,True
2025-11-15 18:49:04,2025-11-15 19:53:55,100,3891,True,2025-11-15 19:53:59,CVA,"Aranda,Astudillo,Morales",Abarrotes Don Boni,"Near Izcóatl 32-40, Porvenir, 62577 Jiutepec, Mor.","(18.9168863, -99.1790299)",Secondary,Corner shop,20-50m²,18.91679717176693,-99.17928288222636,True
2025-11-16 09:34:18,2025-11-16 09:37:56,100,218,True,2025-11-16 09:37:59,TOL,"de la Cruz,Rivera,Valdivia",Abarrotes Chely,"México 104, San Juan de las Huertas, 51370 San Juan de las Huertas, Méx.","19.246222, -99.759935",Primary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-16 11:16:49,2025-11-16 11:19:33,100,163,True,2025-11-16 11:19:34,CCM,"Alviter,Rico,Ruiz",Las Vegas,"Av Centenario 674, Colinas de Tarango, Álvaro Obregón, 01610 Ciudad de México, CDMX","(19.3646273, -99.2204140)",Primary,Corner shop,20-50m²,0.0,0.0,False
2025-11-16 16:04:37,2025-11-16 16:13:26,100,528,True,2025-11-16 16:13:27,CHI,"Herrera,Loya",Mini Súper Villas," Yaquis, Villas del Tecnológico, Sin Asignación En Nombre de Asentamiento, 33856 Hidalgo del Parral, Chih."," Yaquis, Villas del Tecnológico, Sin Asignación En Nombre de Asentamiento, 33856 Hidalgo del Parral, Chih.",Secondary,Corner shop,51-100m²,0.0,0.0,False
2025-11-16 17:45:44,2025-11-16 17:49:14,100,209,True,2025-11-16 17:49:17,CHI,"Meza,Erives,Felix",Abarrotes nuevo amanecer,"Emiliano Zapata 1503, Rigoberto Quiroz y Amp, 31064 Chihuahua, Chih.","(28.6025154, -106.0116566)",Secondary,Middle of the street,<20m²,0.0,0.0,False
2025-11-16 16:21:38,2025-11-16 18:25:36,100,7437,True,2025-11-16 18:25:37,CVA,"Juarez,Ruiz,Villafuerte",Frutas y verduras Rebe,"Av. Dr. Alfonso Millán 1, Lomas de Jiutepec, 62566 Jiutepec, Mor.","18.87525443663508, -99.19735860878185",Primary,Corner shop,51-100m²,18.9005824,-99.20512,True
2025-11-17 08:25:42,2025-11-17 08:36:51,100,668,True,2025-11-17 08:36:52,CDJ,"Cisneros,Nu√±ez,Perez",La Costa Azul,"Calle Valle del Sol 348 Villas de la Arboleda 32422 Ciudad Juárez, Chih. Mexico","(31.7390780, -106.4056960)",Primary,Corner shop,20-50m²,31.738984573312862,-106.4057951556267,True
2025-11-17 09:05:34,2025-11-17 09:14:41,100,546,True,2025-11-17 09:14:42,CVA,"Jim√©nez,Lepine,Rodr√≠guez",Vicky,"C. 1 Pte. 266, Plan de Ayala, 62743 Cuautla, Mor.","18.806049, -98.933935",Primary,Middle of the street,20-50m²,18.8056884,-98.934047,True
2025-11-17 09:02:40,2025-11-17 09:25:14,100,1354,True,2025-11-17 09:25:15,CVA,"Romero,Presteguin,Marquez",Abarrotes y rosticeria El Bofe,"62510, Buena Vista, 62510 Cuernavaca, Mor.","18.965079, -99.248104",Primary,Middle of the street,20-50m²,18.9628416,-99.237888,True
2025-11-17 10:57:53,2025-11-17 11:03:13,100,320,True,2025-11-17 11:03:15,CHI,"Mata,Perez,Olivas",Carnes san Agustín,"Av Francisco Villa 6107, Jardines de San Francisco, 31115 Chihuahua,Chih.","28.6650547,-106.1321522",Primary,Middle of the street,51-100m²,28.665459446289148,-106.13001232175986,True
2025-11-17 12:09:15,2025-11-17 12:21:56,100,760,True,2025-11-17 12:21:57,CDJ,"Minjarez,Parada,Villa",Abarrotes Rubi,"Júpiter s/n, C. Júpiter 1546, Satélite, Juárez, Chih.","(31,6772831, -106,3732385)",Secondary,Middle of the street,20-50m²,31.677402113262065,-106.37306574620168,True
2025-11-17 12:05:49,2025-11-17 12:27:52,100,1323,True,2025-11-17 12:27:53,CDJ,"Dominguez,Gonzalez,Miranda","Abarrotes ""Placencia""","Quinta San Nicolás 8324, 32696 Juárez, Chih.","31.62967, -106.41306",Secondary,Corner shop,20-50m²,31.62978280411304,-106.41324549356747,True
2025-11-17 12:48:27,2025-11-17 12:51:13,100,166,True,2025-11-17 12:51:14,CCM,"Villalba, Arcos, Romo",Abarrotes Lupita,"C. Guinea 74, Romero Rubio, Venustiano Carranza, 15400 Ciudad de México, CDMX","19.441066818129265, -99.09899221872584",Secondary,Corner shop,20-50m²,0.0,0.0,False
2025-11-17 15:08:45,2025-11-17 15:28:19,100,1173,True,2025-11-17 15:28:20,SLP,"Casaubon, Mendoza, Reyes",La Petrolera,https://maps.app.goo.gl/rj42dDWDScbp4nC48,"22.433732, -100.275926",Secondary,Corner shop,<20m²,22.429024,-100.290764,True
2025-11-18 07:54:29,2025-11-18 08:02:24,100,474,True,2025-11-18 08:02:27,CVA,"Romano,Arellano,Mart√≠nez",Abarrotes súper en casa,"Near SÚPER EN CASA, Av. Adolfo Ruiz Cortines, San Miguel Acapantzingo, 62446 Cuernavaca, Mor.","(18.9023809, -99.2197689)",Primary,Middle of the street,20-50m²,18.90232452230052,-99.219701725449,True
2025-11-18 07:54:00,2025-11-18 08:05:49,100,709,True,2025-11-18 08:05:51,CDJ,"Lomas,Maycotte,Rodriguez",SUPER Eréndira,"Av. Morelia 7412, Eréndira, 32662 Juárez, Chih.","(31.6735048, -106.4149817)",Secondary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-18 12:22:53,2025-11-18 12:38:05,100,911,True,2025-11-18 12:38:09,CDJ,"Ochoa,Rodriguez,Villalba",ndnx,jb,jj,Primary,Corner shop,20-50m²,31.71586126865499,-106.39380301907802,True
2025-11-18 12:28:51,2025-11-18 12:40:29,100,697,True,2025-11-18 12:40:33,SLP,"Barcelos, Perez, Ramos",Minisuper Karakorum,"Av. Cordillera Karakorum 975, Lomas 4ta Secc, 78216 San Luis Potosí, S.L.P.","(22.137558, -101.027249)",Secondary,Middle of the street,<20m²,22.13778481605376,-101.02707590634547,True
2025-11-18 13:15:48,2025-11-18 13:20:09,100,261,True,2025-11-18 13:20:13,CVA,"Boyas,Barrera",Abarrotes Lopez,https://maps.app.goo.gl/6GoqGfaAMZS7Y4x47,"18.924677, –99.427540",Primary,Middle of the street,<20m²,0.0,0.0,False
2025-11-18 13:21:05,2025-11-18 13:24:42,100,216,True,2025-11-18 13:24:44,CSF,"Valadez,L√≥pez,P√©rez",Abarrotes y Cremeria Peña Hernandez,"Av. Jesús del Monte 92 C, Jesus del Monte, 52764 Ciudad de México, Méx.","19.375627838280913, -99.29397542967693",Primary,Corner shop,<20m²,19.3749218,-99.2944603,True
2025-11-18 12:14:58,2025-11-18 13:49:45,100,5686,True,2025-11-18 13:49:46,SLP,"Aguilera,Solis,Aguirre",Abarrotes Aurora,"C. Tabacos, Tecnologico I, 78146 San Luis Potosí, S.L.P.","22.173598993712794, -101.01114032622144",Secondary,Corner shop,>100m²,0.0,0.0,False
