start_date,end_date,progress,duration_seconds,finished,recorded_date,campus,group_number,nanostore_name,address,coordinates_text,street_type,location_type,store_size,latitude,longitude,valid_coords
2025-11-05 13:28:25,2025-11-05 13:29:32,100,66,True,2025-11-05 13:29:33,QRO,24,Miscelánea Ortiz,"76220, La Cruz, 76220 Santa Rosa Jáuregui, Qro.","20.736308, -100.442782",Primary,Corner shop,51-100m²,0.0,0.0,False
2025-11-07 10:46:29,2025-11-07 10:51:15,100,286,True,2025-11-07 10:51:19,QRO,17,Frutería Linda vista,"Near Calle Invierno 156, Linda Vista, 76168 Santiago de Querétaro, Qro.","(20.6076228, -100.3967068)",Secondary,Middle of the street,51-100m²,20.60760650658137,-100.39663736764432,True
2025-11-07 11:26:10,2025-11-07 11:28:50,100,159,True,2025-11-07 11:28:53,QRO,24,Místico,"Near C. Felipe Ángeles 32-36, Santa Catarina, Santiago de Querétaro, Qro.","(20.6064434, -100.3994387)",Primary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-07 12:36:49,2025-11-07 12:45:22,100,513,True,2025-11-07 12:45:25,QRO,"Abarca,Barbosa,Casta√±os",Candely,Na ,Na ,Primary,Corner shop,20-50m²,20.62001781517163,-100.40494416155153,True
2025-11-07 17:07:59,2025-11-07 17:11:55,100,236,True,2025-11-07 17:11:56,QRO,123,Miscelanea Candely Ⅱ,https://maps.app.goo.gl/YGAZ9CQmswiibAta7,"20.620057, -100.404931",Secondary,Corner shop,20-50m²,20.6897152,-100.4732416,True
2025-11-07 17:09:30,2025-11-07 17:19:26,100,595,True,2025-11-07 17:19:30,CVA,38,Abarrotes Lore,"H. Preciado 200, Ocotepec, 62220 Cuernavaca, Mor.","(18.9675109, - 99.2275829)",Secondary,Middle of the street,20-50m²,18.96770104454577,-99.22734969058324,True
2025-11-07 21:21:02,2025-11-07 21:23:56,100,174,True,2025-11-07 21:23:58,CVA,91,Bud light Vicky,"266 C. 1 Pte. Cuautla de Morelos, Morelos","18.806112, -98.934120",Secondary,Middle of the street,<20m²,18.9559906,-99.274924,True
2025-11-08 09:55:25,2025-11-08 10:03:27,100,482,True,2025-11-08 10:03:29,CVA,408,Abarrotes alma,https://maps.app.goo.gl/4ua1WTrnVbMQyHM5A,https://maps.app.goo.gl/4ua1WTrnVbMQyHM5A,Primary,Middle of the street,20-50m²,18.94389610316282,-99.2636924715782,True
2025-11-09 14:27:09,2025-11-09 14:36:24,100,554,True,2025-11-09 14:36:25,QRO,803,Lupita,"C. Guadalupe 158, Modelo, 76178 Santiago de Querétaro, Qro.","20.58046617834832, -100.41960803696958",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-10 07:42:34,2025-11-10 07:47:00,100,265,True,2025-11-10 07:47:03,QRO,784,Miscelánea candely 2,"C. Lago de Tlahuac 103, Lomas de San Pablo, 76125 Santiago de Querétaro, Qro.","20.620057, -100.404931",Secondary,Corner shop,20-50m²,20.620062429793386,-100.4049974391064,True
2025-11-10 08:15:23,2025-11-10 08:19:55,100,272,True,2025-11-10 08:19:57,QRO,692,KESOS,Paseo de La Reforma 4-148,"20°36'39.8""N 100°22'05.6""W",Primary,Middle of the street,<20m²,0.0,0.0,False
2025-11-10 10:47:46,2025-11-10 10:51:57,100,251,True,2025-11-10 10:52:00,TOL,785,La comercial,"Gral. José Vicente Villada 69, Espiritu Santo, 52140 Metepec, Méx., México","19.25212, -99.60435",Secondary,Corner shop,51-100m²,0.0,0.0,False
2025-11-10 11:03:23,2025-11-10 11:11:36,100,493,True,2025-11-10 11:11:37,CEM,699,Abarrotes Campos,https://maps.app.goo.gl/WPHb1gUeVga9Uacg6,"19.595282003393372, -99.22967075767231",Primary,Middle of the street,>100m²,0.0,0.0,False
2025-11-10 11:34:37,2025-11-10 11:52:52,100,1094,True,2025-11-10 11:52:53,CEM,815,Tienda y Abarrotes Dori,"Calle Arroz 4, Lomas de San Miguel, 52928 Ciudad Adolfo López Mateos, MEX, México","19.594586, -99.232305",Primary,Middle of the street,<20m²,19.5970135,-99.2262075,True
2025-11-10 14:20:13,2025-11-10 14:37:41,100,1047,True,2025-11-10 14:37:42,QRO,811,Cremeria La económica,"Lomas de San Pablo, 76125 Santiago de Querétaro, Qro.","20.621005739484186, -100.4052815631011",Secondary,Middle of the street,51-100m²,20.61285719446977,-100.40353124065632,True
2025-11-10 15:11:59,2025-11-10 15:19:01,100,422,True,2025-11-10 15:19:02,TOL,776,Misc. La Rivera,"Manzana 001, Bosques ICA Residencial, 51355 San Luis Mextepec, Méx.","19.303392,-99.716863",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-10 15:05:37,2025-11-10 15:19:10,100,813,True,2025-11-10 15:19:11,QRO,756,Miscelanea Lupita,"C. Kilimanjaro 309, Loma Bonita, 76118 Santiago de Querétaro, Qro.","20.65098874957882, -100.44848343635879",Secondary,Middle of the street,20-50m²,20.54129220298617,-100.40247344885786,True
2025-11-10 16:43:16,2025-11-10 16:48:40,100,323,True,2025-11-10 16:48:43,CHI,676,Mini Super Tarin,"República de Uruguay, Panamericana, 31210 Chihuahua, Chih.","28.648956,-106.112180",Primary,Corner shop,<20m²,28.6489522,-106.1121816,True
2025-11-10 17:11:47,2025-11-10 17:15:25,100,217,True,2025-11-10 17:15:26,QRO,823,Bodega Super,"Av. Duraznos, Las Flores, 76220 Santa Rosa Jáuregui, Qro.","(20.7366025, –100.4425555)",Secondary,Corner shop,20-50m²,0.0,0.0,False
2025-11-10 17:26:32,2025-11-10 17:51:10,100,1477,True,2025-11-10 17:51:11,CEM,783,Abarrotes El Molino,https://maps.app.goo.gl/4BykSqkVtRdEzKmi6?g_st=ac,"19.604912,-99.230942",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-11 08:30:19,2025-11-11 08:33:13,100,173,True,2025-11-11 08:33:15,CCM,771,“SUPER COAPA”,"Cacahuatales 14, Coapa, Coapa 2da Secc, Tlalpan, 14300 Ciudad de México, CDMX","19.300905, -99.117770",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-11 12:19:34,2025-11-11 12:28:08,100,513,True,2025-11-11 12:28:12,TOL,"Abarca,Barbosa,Casta√±os",Mi tiendita,"Calle José Maria Heredia Norte 216, San Antonio Buenavista, 50266 San Antonio Buenavista, Méx.","(19.2631451, -99.7074552)",Secondary,Middle of the street,20-50m²,19.2676735,-99.7074393,True
2025-11-11 15:47:22,2025-11-11 15:51:08,100,225,True,2025-11-11 15:51:10,CCM,779,"Abarrotes ""Sport 1""","San Camilo, Coapa, Ex de San Juan de Dios, Tlalpan, 14387 Ciudad de México, CDMX","19.286373, -99.132171",Secondary,Middle of the street,<20m²,19.2863949,-99.1321014,True
2025-11-11 18:42:52,2025-11-11 18:49:23,100,390,True,2025-11-11 18:49:24,QRO,739,Miscelánea Baby’s," C. del Porvenir 139, El Porvenir, 76158 Santiago de Querétaro, Qro.","20.609480, -100.403895",Secondary,Middle of the street,20-50m²,20.60958881167075,-100.40389288936488,True
2025-11-11 21:27:45,2025-11-11 21:35:45,100,480,True,2025-11-11 21:35:46,CEM,695,El Lapiz,"Av. de las Gaviotas 44, Las Arboledas, 52950 Cdad. López Mateos, Méx.","19.568629180246237, -99.22048530258454",Secondary,Middle of the street,20-50m²,19.5670771,-99.2223408,True
2025-11-12 08:24:22,2025-11-12 08:36:05,100,703,True,2025-11-12 08:36:08,CSF,838,El Vikingo,"Av. Tamaulipas S/N, Lomas de Santa Fe, Pueblo de Sta Lucía, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX","(19.3566843, -99.2601747)",Primary,Middle of the street,<20m²,0.0,0.0,False
2025-11-12 08:56:55,2025-11-12 09:02:45,100,350,True,2025-11-12 09:02:49,TOL,839,Abarrotes “El Supercito”,"Calle Prof Cándido Jaramillo Manzana 033, Jesus Jimenez Gallardo, 52169 San Jorge Pueblo Nuevo, Méx.","19.261188947393617, -99.6324906147016",Secondary,Corner shop,20-50m²,19.2611136264444,-99.63256862686929,True
2025-11-12 09:04:34,2025-11-12 09:08:11,100,217,True,2025-11-12 09:08:15,LAG,870,la naranja,https://maps.apple/p/vxWk~YF-tjEqG6,"25.50862° N, 103.38902° O",Primary,Corner shop,>100m²,25.508811352359157,-103.38884914782822,True
2025-11-12 09:04:36,2025-11-12 09:08:57,100,261,True,2025-11-12 09:09:01,CHI,960,La Esmeralda,"Río Coatzacoalcos, Junta de los Ríos, 31300 Chihuahua, Chih.","28.667633,-106.073489",Secondary,Corner shop,20-50m²,28.667717641852764,-106.0734818527294,True
2025-11-12 08:58:12,2025-11-12 09:11:27,100,794,True,2025-11-12 09:11:28,CHI,897,"Abarrotes ""La estrella""","Gabino Barreda 4926, Las Granjas, 31100 Chihuahua, Chih","28°40'08.0""N 106°05'50.6""W",Secondary,Corner shop,51-100m²,28.6739267,-106.0773983,True
2025-11-12 09:07:25,2025-11-12 09:11:43,100,258,True,2025-11-12 09:11:46,CHI,879,Abarrotes El Demócrata,"Calle Ignacio Allende 1400, Zona Centro, 31000 Chihuahua, Chih.","28.63074° N, 106.07786° O",Secondary,Corner shop,51-100m²,28.630784920730186,-106.077602187028,True
2025-11-12 09:16:56,2025-11-12 09:22:24,100,327,True,2025-11-12 09:22:27,LAG,840,Miscelanea la Gaviota,https://maps.app.goo.gl/EmWAcijka4WoqjDe6,"25.528868,-103.402806",Primary,Corner shop,<20m²,0.0,0.0,False
2025-11-12 09:22:45,2025-11-12 09:26:36,100,230,True,2025-11-12 09:26:37,LAG,840,Super VIP,"C. Pavorreal 4790, Casa Blanca, 27265 Torreón, Coah.","(25.5282802, -103.4001617)",Primary,Corner shop,20-50m²,0.0,0.0,False
2025-11-12 09:02:32,2025-11-12 09:29:10,100,1598,True,2025-11-12 09:29:14,LAG,950,Mini súper Paraíso,"C. del Paraiso, Torreón Residencial, 27268 Torreón, Coah.","25.52487° N, 103.40424° O",Primary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-12 09:26:27,2025-11-12 09:30:03,100,215,True,2025-11-12 09:30:07,CHI,878,ABARROTES “EL SUPERSITO”,"Avenida Ignacio Zaragoza 2505 Brisas del Real 31104 Chihuahua, Chih. México","28.67652° N, 106.09301° O",Primary,Corner shop,20-50m²,28.67657182764526,-106.09294681763454,True
2025-11-12 09:00:01,2025-11-12 09:30:22,100,1820,True,2025-11-12 09:30:25,LAG,939,Miscelánea Reyes,"Calle 37, entre Allende y Matamoros","25°32'26.1""N 103°24'32.3""W",Secondary,Middle of the street,<20m²,25.51663966356483,-103.39821118556137,True
2025-11-12 09:27:11,2025-11-12 09:30:24,100,192,True,2025-11-12 09:30:28,LAG,859,Super 5 y 5,"Avenida Panamá 1910 Nuevo San Isidro 27100 Torreón, Coah. Mexico","25.57212° N, 103.42274° W",Secondary,Middle of the street,<20m²,25.572155467828622,-103.42271130422054,True
2025-11-12 09:28:58,2025-11-12 09:31:29,100,150,True,2025-11-12 09:31:31,CHI,1003,mini súper Ruiz,"https://maps.apple.com/place?address=Avenida%20Antonio%20de%20Deza%20y%20Ulloa%204723,%20Progreso,%2031210%20Chihuahua,%20Chih.,%20Mexico&coordinate=28.645968,-106.105262&name=Mini%20Super%20Ruiz&place-id=IBD0E6BA0D3CE57C7&map=explore","28.64659° N, 106.10539° W",Secondary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-12 09:29:21,2025-11-12 09:36:04,100,403,True,2025-11-12 09:36:09,LAG,950,Minisúper Alex,"Aquiles Serdán 175, División del Nte., 27270 Torreón, Coah.","25.53941° N, -103.47428° O.  ",Primary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-12 09:25:50,2025-11-12 09:36:50,100,659,True,2025-11-12 09:36:51,CEM,885,La Casita,"224 Potrero Popular San Francisco Coacalco, Estado de México","19.652787016217765, -99.07767464012588",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-12 09:32:23,2025-11-12 09:41:05,100,521,True,2025-11-12 09:41:06,LAG,949,La mamachita," C. Turín, Torreón Residencial, 27268 Torreón, Coah.","(25.5240291, -103.4014190)",Primary,Middle of the street,20-50m²,25.52392000285577,-103.40137743575906,True
2025-11-12 09:38:57,2025-11-12 09:46:32,100,455,True,2025-11-12 09:46:36,LAG,913,MICELANEA EDUARDO,"Napo 323, La Merced II, 27276 Torreón, Coah.","25.5238987,-103.3915323",Secondary,Corner shop,51-100m²,0.0,0.0,False
2025-11-12 09:49:15,2025-11-12 09:50:42,100,86,True,2025-11-12 09:50:47,LAG,1006,miscelánea Michell,"Calle del Remate 1791 Prados la Merced 27296 Torreón, Coah. México","25.50731° N, 103.38918° O",Secondary,Middle of the street,20-50m²,25.507393393022813,-103.38940105947708,True
2025-11-12 09:45:33,2025-11-12 09:50:49,100,316,True,2025-11-12 09:50:51,LAG,970,Super Carniceria Lileana,"C. Turín 8, Torreón Residencial, 27268 Torreón, Coah.","25.521747, -103.402008",Secondary,Corner shop,20-50m²,0.0,0.0,False
2025-11-12 09:47:38,2025-11-12 09:52:15,100,277,True,2025-11-12 09:52:19,LAG,937,Súper La Vid,"Guayas 86, La Merced II, 27276 Torreón, Coah.","(25.5241199, -103.3913898)",Secondary,Corner shop,<20m²,25.524051764547064,-103.39143057189392,True
2025-11-12 09:30:52,2025-11-12 09:57:01,100,1569,True,2025-11-12 09:57:04,LAG,950,Food Market,"Calle Valle 207 Torreón Residencial 27268 Torreón, Coah. México","25.52394° N, 103.40432° O",Primary,Corner shop,>100m²,0.0,0.0,False
2025-11-12 10:05:51,2025-11-12 10:09:54,100,242,True,2025-11-12 10:09:58,CHI,1000,"Abarrotes ""La esmeralda""","Río Coatzacoalcos, Junta de los Ríos, 31300 Chihuahua, Chih.","28.667713,-106.073510",Secondary,Corner shop,51-100m²,0.0,0.0,False
2025-11-12 10:09:51,2025-11-12 10:15:16,100,325,True,2025-11-12 10:15:18,PUE,"Alvarez Zinser, Santa Olalla Chavez, Solis V√°zquez, Hernandez Hasso","""La Esperanza""","Av 16 de Septiembre 14, Centro, 74325 Chipilo de Francisco Javier Mina, Pue.","19.005636789430195, -98.33234252051012",Primary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-12 10:24:14,2025-11-12 10:30:06,100,351,True,2025-11-12 10:30:09,CEM,"Lerma, Romero, Ventura",Abarrotes “Súper La Loma”,"Blvrd Popocatépetl 144, Hab los Pirules, 54040 Tlalnepantla, Méx.","(19.5470407, -99.2218886)",Primary,Middle of the street,20-50m²,19.54709680516919,-99.22194330772892,True
2025-11-12 10:27:07,2025-11-12 10:32:27,100,320,True,2025-11-12 10:32:30,TOL,"Sanchez, Villafuerte, Delgado",Felipa Álvarez,"708-802, Nueva Oxtotitlán, 50100 Toluca","(19.2809890, -99.6815914)",Secondary,Corner shop,20-50m²,19.28078505530042,-99.68160200788218,True
2025-11-12 10:31:12,2025-11-12 10:36:47,100,334,True,2025-11-12 10:36:50,LAG,"Ruiz,Luevanos,Necochea",Mini super la comarca,"P.º de los Calvos 1463, Residencial Campestre la Rosita, 27250 Torreón, Coah.","25.51624° N, 103.40629° W",Secondary,Corner shop,<20m²,25.51636990366543,-103.40625676657244,True
2025-11-12 10:33:34,2025-11-12 10:46:35,100,780,True,2025-11-12 10:46:36,TOL,"Gutierrez,Plata,Flores","Miscelánea, Recauderia y Pollería “La Islita”","Cerca de Rancho San Lucas, 52282 Ex-Rancho San Dimas, Méx.","(19.1716085, -99.5664129)",Primary,Corner shop,20-50m²,19.172270160168942,-99.56729291495938,True
2025-11-12 10:34:15,2025-11-12 10:47:33,100,798,True,2025-11-12 10:47:36,CSF,"Iniguez, Belendes, Escamilla",La Bodeguita,"Av. José María Morelos mz 61 lt 3, Torres de potrero, 01840 Ciudad de México, CDMX","19.331141,-99.245206",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-12 10:10:44,2025-11-12 10:52:58,100,2534,True,2025-11-12 10:53:01,TOL,"Medina, Mercado, Ramirez",Miscelánea Anita,"Av. Independencia 101, San Antonio Buenavista, 50266 Toluca de Lerdo, Méx.","(19.2628656, -99.7118745)",Primary,Middle of the street,<20m²,19.26313765348798,-99.70738925980376,True
2025-11-12 10:50:58,2025-11-12 10:57:59,100,420,True,2025-11-12 10:58:01,LAG,"Ochoa,Garza,Medina",Súper ayala,"Calle calz paseo del tecnológico 1488, villas de la hacienda, 27272, Torreón Coah","(25.5165757, - 103.3868328)",Primary,Middle of the street,51-100m²,25.5165804576703,-103.3864763551972,True
2025-11-12 10:58:32,2025-11-12 11:03:48,100,315,True,2025-11-12 11:03:51,LAG,"Camacho,Mu√±oz,Navejas",Super Navarro,"Río Balsas #60, Estrella, 27010 Torreón, Coah.","(25.5607881, -103.4261241)",Primary,Corner shop,51-100m²,0.0,0.0,False
2025-11-12 10:31:37,2025-11-12 11:16:08,100,2671,True,2025-11-12 11:16:09,TOL,"de la Cruz,Rivera,Valdivia","Cremería y Salchichonería ""Violeta""","221 De la Libertad, San Juan de las Huerta, Estado de México","19.246355, -99.759208",Secondary,Middle of the street,<20m²,19.2682165,-99.7068336,True
2025-11-12 11:19:14,2025-11-12 11:29:49,100,634,True,2025-11-12 11:29:53,TOL,"Arroyo,Ramírez,Trujillo",Tienda “Los Betos”,"Dirección cercana: S. Angel 407, Plazas de San Buenaventura, 50110 Toluca de Lerdo, Méx.","(19.2803991, -99.6767765)",Primary,Corner shop,<20m²,19.280329384321,-99.67695664023444,True
2025-11-12 10:40:39,2025-11-12 11:46:30,100,3950,True,2025-11-12 11:46:31,CEM,"González, Martínez, Toledo",Adriana Miscelanea,"Av presidente Juárez, N 12, colonia San José, puente de vigas CP 54090","19.51339° N, 99.21374° O",Primary,Middle of the street,20-50m²,19.59706894937757,-99.2266308275192,True
2025-11-12 11:50:46,2025-11-12 11:52:18,100,91,True,2025-11-12 11:52:22,TOL,"Marmolejo,Perea,Pedroza",Lonja Mercantil “El Centenario”,"Lago de Cuitzeo 115, El Seminario Primera Secc, 50170 Toluca de Lerdo, Méx.","(19.27431,-99.67092)",Secondary,Corner shop,20-50m²,19.274309967154117,-99.6708095362816,True
2025-11-12 12:01:10,2025-11-12 12:02:42,100,91,True,2025-11-12 12:02:43,TOL,"Gutierrez,Plata,Flores",La islita,"Cerca de Rancho San Lucas, 52282 Ex-Rancho San Dimas, Méx.","(19.1716085, -99.5664129)",Primary,Corner shop,20-50m²,0.0,0.0,False
2025-11-12 12:41:02,2025-11-12 12:50:24,100,561,True,2025-11-12 12:50:27,TOL,"Gomez,Franco,Vergara",Miscelánea Vázquez,"C. Juan Rodríguez 703, Morelos Segunda Secc, 50120 Toluca de Lerdo, Méx.","19°16'36.5""N 99°39'52.2""W",Primary,Middle of the street,>100m²,19.276726985868105,-99.66449346379444,True
2025-11-12 12:46:29,2025-11-12 12:51:59,100,330,True,2025-11-12 12:52:00,CCM,"Esquivel,Tessan,Omarzai",La Fiesta Mexicana,"https://www.google.com/maps/place/Fiesta+Mexicana/@19.3437027,-99.1959,13z/data=!3m1!5s0x85ce01e9690bc01d:0xc3d8bf8cae300313!4m10!1m2!2m1!1sla+fiesta+mexicana!3m6!1s0x85d1fe210a6efd45:0x588e83b04d896f09!8m2!3d19.3436952!4d-99.1258769!15sChJsYSBmaWVzdGEgbWV4aWNhbmFaFCISbGEgZmllc3RhIG1leGljYW5hkgENZ3JvY2VyeV9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSWE5tUllMVVpSRUFF4AEA-gEECG4QIw!16s%2Fg%2F1tkjljxs?entry=ttu&g_ep=EgoyMDI1MTEwOS4wIKXMDSoASAFQAw%3D%3D","19.34369400214865, -99.12582212132872",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-12 12:58:07,2025-11-12 13:05:26,100,438,True,2025-11-12 13:05:30,PUE,"Limon, Lopez, Zavala",Súper Bendito,"Naranjo 2, Jesús González Ortega, 72040, Heroica Puebla de Zaragoza","19.07790, -98.21485",Secondary,Middle of the street,>100m²,19.078208102534298,-98.21491988953372,True
2025-11-12 13:22:50,2025-11-12 13:26:25,100,214,True,2025-11-12 13:26:32,CEM,"Bautista, Nava, Ruiz",San Judas Tadeo,"C. de las Espuelas 32, Villas de la Hacienda, 52929 Cdad. López Mateos, Méx.","19.602476318873464, -99.23072208428987",Secondary,Middle of the street,51-100m²,19.597015412269226,-99.22675471641816,True
2025-11-12 14:31:06,2025-11-12 14:39:44,100,517,True,2025-11-12 14:39:45,SLP,"Gonzalez,Santoyo,Gomez",Mini-super ACE,https://maps.app.goo.gl/EReDgbRjBCD6ArD86?g_st=ipc,"22.124222, -100.934806",Secondary,Middle of the street,20-50m²,0.0,0.0,False
2025-11-12 14:32:17,2025-11-12 14:50:35,100,1097,True,2025-11-12 14:50:36,PUE,"de la Rosa Huerta, Artemiza, Galindo Romero, Ana Paula, Garc√≠a Jos√© Mario, Garc√≠a Hernandez, Esmeralda del Roc√≠o, Gonz√°lez Hern√°ndez, H√©ctor, S√°nchez Capilla, David Francisco",Abarrotes Las Brisas,"Av. Netzahualcóyotl, Zona Centro, 95270 Alvarado, Ver.","18.771638657190728, -95.76420871510128",Secondary,Corner shop,<20m²,0.0,0.0,False
2025-11-12 15:02:19,2025-11-12 15:13:56,100,696,True,2025-11-12 15:13:59,SLP,"Bear, Herrera, Robles",Abarrotes Pao,"Magnolias 135, Las Julias","(22.1741013, -101.0181126)",Secondary,Middle of the street,20-50m²,22.17282853474372,-101.0178266313682,True
2025-11-12 16:40:47,2025-11-12 17:35:23,100,3276,True,2025-11-12 17:35:27,CVA,"Villalobos,Saavedra,Gerez",Abarrotes Doña Lola,"Del Panteón 78, El Capulín, 62765 Emiliano Zapata, Mor.","(18.8477859, -99.1868244)",Secondary,Corner shop,<20m²,18.825351216933072,-99.22684525394044,True
2025-11-13 09:37:19,2025-11-13 09:49:12,100,712,True,2025-11-13 09:49:17,CSF,"Ruiz, Viesca, Garc√≠a",Abarrotes “El Faraón”,"Antiguo Camino a Metepec 104B, San Francisco Coaxusco, 52156 San Francisco Coaxusco, Méx.","19.264709,-99.627769",Secondary,Middle of the street,51-100m²,0.0,0.0,False
2025-11-13 10:24:10,2025-11-13 10:28:14,100,243,True,2025-11-13 10:28:19,SLP,"Feres,Rosales,Assad",Abarrotes La Potranca,"Carlos López Zertuche 415, Las Lomas 1ra Secc, 78130 San Luis Potosí, S.L.P.","(22.1397608, -101.0140119)",Secondary,Middle of the street,51-100m²,22.134236998302352,-101.03027107843243,True
2025-11-13 10:58:16,2025-11-13 11:05:42,100,446,True,2025-11-13 11:05:45,SLP,"Benavides,Villarreal,Antuna",El Sarape,https://maps.app.goo.gl/4jcE26FciSvs5NNu7?g_st=ipc,"(22.1552899, -101.0496702)",Primary,Middle of the street,51-100m²,22.15504989873298,-101.05001145369008,True
2025-11-13 10:58:53,2025-11-13 11:11:08,100,734,True,2025-11-13 11:11:11,SLP,"Sandoval,PerezPavon,Jasso",Fruteria el Jarocho,"Av. Cordillera de los Himalaya 402, Lomas 3ra Secc, 78216 San Luis Potosí, S.L.P.","22.1563 °N, -100.9988 °W",Primary,Middle of the street,20-50m²,22.13904718213159,-101.0273903862257,True
2025-11-05 11:51:34,2025-11-13 11:40:09,100,690514,True,2025-11-13 11:40:10,GDL,5,lsakd,asmxnas,3284239487923,Primary,Corner shop,20-50m²,0.0,0.0,False
2025-11-13 11:40:13,2025-11-13 11:41:31,100,77,True,2025-11-13 11:41:32,SIN,"Higuera,Pe√±a,Sepulbeda",kjaksjaskj,jhgfkhgfkh,86548654,Primary,Corner shop,<20m²,0.0,0.0,False
2025-11-13 12:23:22,2025-11-13 12:27:41,100,258,True,2025-11-13 12:27:44,SLP,"Ledezma, Reyes, Reza",Abarrotes luz,"Centella 200, Garita de Jalisco, 78294 San Luis Potosí, S.L.P.","(22.1355419, -101.0163032)",Secondary,Middle of the street,<20m²,22.13550222480601,-101.01630280241643,True
2025-11-13 13:10:04,2025-11-13 13:14:52,100,287,True,2025-11-13 13:14:55,TOL,"Carbajal,Lara,Ortiz",Miscelánea Azteca,"SAN PABLO GUELATAO, Brígida García 300, 50190 Toluca de Lerdo, Méx.","19.268755,-99.641085",Secondary,Corner shop,>100m²,19.2686771,-99.6409969,True
2025-11-13 14:59:46,2025-11-13 15:06:21,100,394,True,2025-11-13 15:06:25,CSF,"MagaNa, Martin, Guzman",El vikingo,https://maps.app.goo.gl/iXeN4jnDkHkGDcS56?g_st=ipc,"(19.3567444, -99.2601808)",Primary,Middle of the street,<20m²,0.0,0.0,False
2025-11-13 15:07:08,2025-11-13 15:13:35,100,387,True,2025-11-13 15:13:38,TOL,"Villafuerte,Mondragon",Cremería y abarrotes Mary,"C. Prado Nte. 231, Casa Blanca, 52175 Metepec, Méx.","19.282784,-99.598555",Secondary,Corner shop,<20m²,19.2828376,-99.5986956,True
2025-11-13 15:41:36,2025-11-13 15:43:23,100,106,True,2025-11-13 15:43:25,CHI,"Martin,Moreira",Mini Súper Ariana,"Calle Rio Florido 2700. 31300 Chihuahua, Chih","28°40'03.4""N 106°04'24.3""W",Secondary,Corner shop,<20m²,28.667601115673047,-106.07344031732516,True
2025-11-13 15:51:08,2025-11-13 15:55:22,100,254,True,2025-11-13 15:55:25,CHI,"Haras,Pe√±a,Fierro",Abarrotes crucero,"Junta de los Ríos, 31300 Chihuahua, Chih.","(28.6655774, -106.0730544)",Secondary,Corner shop,<20m²,28.665276224360117,-106.07314107299004,True
2025-11-13 16:16:37,2025-11-13 16:18:00,100,82,True,2025-11-13 16:18:01,SIN,"Madrid,Coronel",Tortillería y abarrotes VillaVerde,"Viena 4901, Villa Verde, Verde, 80184 Culiacán Rosales, Sin.","24.75042, -107.4322",Primary,Corner shop,51-100m²,24.75029490226059,-107.4320059415981,True
2025-11-13 16:15:09,2025-11-13 16:48:03,100,1974,True,2025-11-13 16:48:06,CVA,"Ramirez Escutia, Maillard Arriola, Gomez Portugal","Abarrotes ""El sol""","Calle sol esquina con central. Número 1, 62430 Cuernavaca, Mor.","18.92523,-99.20779",Secondary,Corner shop,51-100m²,18.9252788,-99.2067398,True
2025-11-13 16:55:28,2025-11-13 17:00:18,100,289,True,2025-11-13 17:00:21,QRO,"Tupait,Godínez,Quintero",Frutería Los Gordos,"Calle Invierno 178A, Linda Vista, 76168 Santiago de Querétaro, Qro.","(20.6070927, -100.3967863)",Secondary,Corner shop,51-100m²,20.60716617745764,-100.39681561092964,True
2025-11-13 10:24:07,2025-11-13 17:30:47,100,25600,True,2025-11-13 17:30:48,SIN,"Romero, Cardenas, Robles, Brito, Grimaldo",Quesos de Oso Nuevo,"Plan de Tuxtepec 3948, Revolución, 80248 Culiacán Rosales, Sin.","24.790167, -107.354444",Primary,Corner shop,20-50m²,0.0,0.0,False
2025-11-13 20:31:17,2025-11-13 20:35:15,100,237,True,2025-11-13 20:35:16,QRO,"De Ligorio, Aboytes,Limón",Abarrotes Yaqui,https://maps.app.goo.gl/WvtWTZBBJ2YebpLq8,"20.62695073460418, -100.39911552241254",Secondary,Corner shop,20-50m²,20.6176256,-100.3749376,True
2025-11-14 06:34:58,2025-11-14 07:03:39,100,1720,True,2025-11-14 07:03:41,CHI,"Alcerreca,DeLaGarza,Herrera",Minisuper Paquimé,"C. Paquimé 5102, Abraham González, 31104 Chihuahua, Chih.","28.671581, -106.091611",Secondary,Corner shop,<20m²,28.671351508867325,-106.09153853627195,True
2025-11-14 07:03:16,2025-11-14 07:08:26,100,309,True,2025-11-14 07:08:27,CVA,"Razo,Ram√≠rez,Ru√≠z",Tortillería y Tiendita Las Brisas,"Brisas de Cozumel 1, Brisas, 62591 Temixco, Mor.","18.847812854977306, -99.22062221936586",Secondary,Middle of the street,20-50m²,18.8477162938266,-99.22047412715192,True
