start_date,end_date,progress,duration_seconds,finished,recorded_date,campus,group_number,years_running,Q23.1,Q23_16_TEXT,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_6_TEXT,supplier_incentive_frequency,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,healthy_definition,top_healthy_products,top_unhealthy_products,offers_healthy_products,healthy_price_comparison,healthy_visibility,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_6_TEXT,Q16_1,Q16_2,Q16_3,Q16_5,Q16_6,Q16_6_TEXT,healthy_intro_experience,supplier_help_needed,sex,age,education,latitude,longitude,years_running_numeric,offers_healthy,valid_coords
2025-11-12 09:38:54,2025-11-12 09:48:22,100,568,True,2025-11-12 09:48:22,LAG,865,8,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Dairy (e.g., milk, cheese, yogurt)",,2.0,4.0,1.0,5.0,3.0,6.0,,Sometimes,Healthy,Unhealthy,Unhealthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,que no tenga sellos,"plátano, galleta integral, atún","papas, cigarros, coca",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",5.0,2.0,3.0,4.0,1.0,6.0,,3.0,2.0,4.0,1.0,5.0,,"si, si se vendió muy bien y debido a esto se sigue ofreciendo.",que ofrezcan más.,F,40-49,Preparatory School,25.507210773659608,-103.3890166519669,8.0,True,True
2025-11-12 09:29:51,2025-11-12 09:51:19,100,1287,True,2025-11-12 09:51:19,LAG,809,3,"Sugary drinks (e.g., soda, juice, energy drinks),Dairy (e.g., milk, cheese, yogurt),Fruits and vegetables",,1.0,5.0,2.0,4.0,3.0,6.0,,Sometimes,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Frutas y verduras , y los macronutrientes","Manzana, plátano, pollo","Panes dulces de Bimbo , bebidas enérgicas, las galletas Marinela",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",1.0,5.0,2.0,4.0,3.0,6.0,,2.0,4.0,3.0,1.0,5.0,,"La carnes de res y algunas frutas y verduras, y la gente no lo consume y es caro, todavía lo ofrece","Que ellos le ofrezcan más productos como estos, como Lala una vez le vino a ofrecer productos sin sellos",M,50-59,University/college degree,0.0,0.0,3.0,True,False
2025-11-12 09:26:43,2025-11-12 09:55:47,100,1743,True,2025-11-12 09:55:48,LAG,699,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Dairy (e.g., milk, cheese, yogurt)",,1.0,4.0,2.0,3.0,5.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Productos no procesados, recolectados a partir de procesos naturales, plantados","Frutas, verduras, agua embotellada.","Refrescos carbonatados, botanas saladas, harinas",Yes,About the same,Moderately visible (placed along with other items),1.0,3.0,2.0,5.0,4.0,6.0,,2.0,4.0,3.0,1.0,5.0,,"Desde siempre se venden frutas y verduras, se dejan de vender ciertas frutas y verduras por baja demanda, aunque las que se mantuvieron aun se venden frecuentemente","El vendedor indica que la ayuda no debe venir de los proovedores, sino de los consumidores y las costumbres que aprenden en casa y en su educación",M,50-59,University/college degree,0.0,0.0,12.0,True,False
2025-11-12 09:36:00,2025-11-12 10:04:45,100,1724,True,2025-11-12 10:04:45,CHI,738,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Bakery items (e.g., pastries, cakes),Dairy (e.g., milk, cheese, yogurt)",,4.0,2.0,5.0,3.0,1.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Bajos en grasas y azúcares  Orgánico Información nutricional,Frutas y verduras Lácteos y agua embotellada  Productos integrales,Papitas y galletas Refrescos y bebidas azucaradas Dulces,Yes,Slightly more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",4.0,5.0,1.0,2.0,3.0,6.0,,1.0,4.0,2.0,3.0,5.0,,"Empecé a vender aguas de sabor (jamaica, horchata etc..) y no se movían mucho porque la gente no conocía la marca y no confiaba mucho.   Aún lo ofrezco porque ya tiene una respuesta mejor que al inicio.",Que fueran un poco más baratos,M,60-69,Preparatory School,28.630776608315696,-106.07773123959498,12.0,True,True
2025-11-12 09:41:11,2025-11-12 10:04:58,100,1427,True,2025-11-12 10:04:58,LAG,716,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Dairy (e.g., milk, cheese, yogurt)",,3.0,4.0,5.0,1.0,2.0,6.0,,Never,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Que las cosas sean frescas o del día, como por ejemplo el huevo","Plátano, leche y huevo","Refresco, papitas y todo lo dulce",Yes,Cheaper,Moderately visible (placed along with other items),3.0,1.0,4.0,5.0,2.0,6.0,,4.0,2.0,3.0,1.0,5.0,,,,M,50-59,Preparatory School,25.51089471351045,-103.41769134032111,12.0,True,True
2025-11-12 09:59:58,2025-11-12 10:08:39,100,521,True,2025-11-12 10:08:39,LAG,838,10+,"Bread/Tortillas,Dairy (e.g., milk, cheese, yogurt),Other (please specify)",Huevo,1.0,4.0,2.0,3.0,5.0,6.0,,Sometimes,Healthy,Unhealthy,Unhealthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Que esté fresco,"Verduras, carnes y huevo","Enlatados, papas fritas y refrescos",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",3.0,1.0,4.0,2.0,5.0,6.0,,2.0,3.0,1.0,4.0,5.0,,"Kiwi, Si intento pero no se vendía",precios más bajos,F,60-69,Primary school,25.51643226580291,-103.3868224792465,12.0,True,True
2025-11-12 09:50:20,2025-11-12 10:09:20,100,1139,True,2025-11-12 10:09:20,CEM,868,6,"Bread/Tortillas,Beer,Bottled Water",,3.0,1.0,6.0,5.0,4.0,2.0,Precio,Sometimes,Healthy,Healthy,Unhealthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Que no tenga gluten,"Yogurt griego ,flan y suero","Papas ,galletas y cigarros",Yes,Slightly more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",2.0,3.0,5.0,4.0,1.0,6.0,,3.0,1.0,5.0,2.0,4.0,Promoción oral,No por qué no se venden por qué la gente se le hace caro,Sugerir cambios que a menudo son rechazados,F,60-69,Primary school,19.59378321499132,-99.23198574518618,6.0,True,True
2025-11-12 09:28:22,2025-11-12 10:12:48,100,2665,True,2025-11-12 10:12:48,CHI,700,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Cigarettes",,1.0,4.0,2.0,3.0,5.0,6.0,,Often,Healthy,Unhealthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Lo más natural posible.,"Fruta, verdura, agua natural.","Refresco, Snacks salados, Cigarros.",Yes,About the same,"Less visible (e.g., back shelves, side areas)",2.0,5.0,1.0,3.0,4.0,6.0,,3.0,4.0,2.0,1.0,5.0,,"Frutos secos, se vende poco, no tiene mucho flujo, sí todavía lo ofrece.","No es tanto problema de los proveedores, más del gusto de clientes. Él piensa que deberían de hacer más campañas y hacer mas conciencia para crear una cultura de comer más saludable.",M,40-49,University/college degree,28.67162593677468,-106.09153206979902,12.0,True,True
2025-11-12 10:05:07,2025-11-12 10:17:35,100,747,True,2025-11-12 10:17:36,LAG,716,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Dairy (e.g., milk, cheese, yogurt)",,2.0,3.0,4.0,5.0,1.0,6.0,,Never,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Que sea fresco o del día,"Plátano, huevo y leche","Refrescos, papitas y dulces",Yes,Cheaper,Moderately visible (placed along with other items),2.0,3.0,4.0,5.0,1.0,6.0,,4.0,2.0,3.0,1.0,5.0,,"Antes traía frutas, pero los clientes casi no los consumían porque comentó que generalmente los clientes solo compran lo que traen en mente o les encargan en casa, únicamente sigue ofreciendo el plátano","Que le ofrezcan productos saludables, ya que nos comenta que para nanotiendas no los ofrecen como a supermercados más grandes",M,60-69,Preparatory School,25.51089471351045,-103.41769134032111,12.0,True,True
2025-11-12 10:04:15,2025-11-12 10:20:33,100,978,True,2025-11-12 10:20:34,CEM,800,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Beer,Cigarettes",,1.0,3.0,2.0,4.0,5.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Contenido ingredientes,"Agua,  panes integrales y bebidas sin azúcar","Refrescos, bebidas alcohólicas y cigarros",Yes,Slightly more expensive,Moderately visible (placed along with other items),2.0,3.0,5.0,4.0,1.0,6.0,,3.0,4.0,2.0,1.0,5.0,,Si pero es complicado conseguirlos,Que los ofrezcan en negocios pequeños,M,40-49,University/college degree,19.547023317424834,-99.2218310007786,12.0,True,True
2025-11-12 10:20:27,2025-11-12 10:29:31,100,543,True,2025-11-12 10:29:32,CHI,"Romo,Santacruz,Terrazas",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Bakery items (e.g., pastries, cakes)",,1.0,5.0,2.0,4.0,3.0,6.0,,Often,Healthy,Unhealthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,,Las calorías,"Frutas, verduras Productos con proteína Huevo y atún","Coca cola, cigarros, marinela",Yes,About the same,Moderately visible (placed along with other items),3.0,2.0,4.0,1.0,5.0,6.0,,2.0,3.0,4.0,1.0,5.0,,"Si alguna vez intento, pero es dificil competir contra las marcas más comerciales",Que exista incentivos y demanda del cliente,M,50-59,University/college degree,28.6676796,-106.0734221,12.0,True,True
2025-11-12 10:20:18,2025-11-12 10:41:52,100,1294,True,2025-11-12 10:41:52,LAG,"Luna,Fernandez,Saavedra",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Dairy (e.g., milk, cheese, yogurt),Other (please specify)",Huevo,1.0,3.0,2.0,4.0,5.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,La cantidad de azúcar y procesados,"Verdura, huevo, legumbres","Refrescos, papas, snacks",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",2.0,1.0,3.0,4.0,5.0,6.0,,1.0,4.0,2.0,3.0,5.0,,,,M,50-59,Preparatory School,25.5375949,-103.3594885,12.0,True,True
2025-11-12 10:27:15,2025-11-12 10:46:44,100,1169,True,2025-11-12 10:46:44,LAG,"Barraza,Manzanera,Melo",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Bakery items (e.g., pastries, cakes),Bread/Tortillas,Dairy (e.g., milk, cheese, yogurt),Fruits and vegetables,Cereals (e.g., breakfast cereals, oats),Packaged meals (e.g., ready-to-eat, frozen meals),Toiletries (e.g., soaps, shampoos, home-cleaning products),Cigarettes,Bottled Water,Other (please specify)",Dulces artesanales,4.0,5.0,2.0,1.0,3.0,6.0,,Never,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Lo más natural,"Aguacate, verduras , y comida vegana","Refresco,papas y pan",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",4.0,1.0,3.0,2.0,5.0,6.0,,2.0,3.0,4.0,5.0,1.0,Calidad del producto,"Las tortillas de avena, si lo aceptaron los clientes y todavía lo ofrezco y me reabastecen una vez a la semana","Nada, ya vendo muchos productos saludables y si se venden con frecuencia",F,60-69,University/college degree,25.57211824688112,-103.42276833502424,12.0,True,True
2025-11-12 10:37:47,2025-11-12 10:48:14,100,626,True,2025-11-12 10:48:15,TOL,"Medina, Mercado, Ramirez",Less than 1,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Dairy (e.g., milk, cheese, yogurt)",,1.0,4.0,2.0,3.0,5.0,6.0,,Always,Healthy,Unhealthy,Unhealthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"0 grasas, 0 azúcar y orgánico","Galletas integrales, yogurt y huevo","Refresco, snacks fritos y pan dulce",Yes,Much more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",2.0,1.0,4.0,5.0,3.0,6.0,,2.0,4.0,3.0,1.0,5.0,,Si ha intentado con un tipo de yogurt y la gente no lo acepta,Propaganda,M,50-59,Preparatory School,19.26313765348798,-99.70738925980376,0.5,True,True
2025-11-12 10:34:40,2025-11-12 10:48:27,100,826,True,2025-11-12 10:48:27,CSF,"Iniguez, Belendes, Escamilla",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Beer",,2.0,1.0,4.0,3.0,5.0,6.0,,Sometimes,Healthy,Healthy,Unhealthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Que no contenga demasiados azúcares y bajo gluten, y pues  que no esté mucho tiempo envasado , porque eso también tiene mucho que ver para que un alimento sea saludable",Agua embotellada  mix de semillas Barritas integrales  Pan integral en general,Refresco Alcohol  Botana,Yes,Slightly more expensive,Moderately visible (placed along with other items),3.0,2.0,1.0,5.0,4.0,6.0,,1.0,3.0,2.0,4.0,5.0,,"En una ocasión estudiantes de la Anáhuac me ofrecieron arroz inflado de sabores, había queso jalapeño y natural y me dejaron muestras para que yo a mis clientes les diera este pues aprobar, pero cuando yo lo hacía el cliente me decía que no que le faltaba sabor y pues se iban por lo clásico, las botanas clásicas, y pues por eso no funcionó, porque decían que pues no le faltaba algo y no no se vendió","Publicidad, mejores productos y precio más competitivo",F,40-49,Preparatory School,19.331072539774173,-99.24525048673408,12.0,True,True
2025-11-12 10:39:51,2025-11-12 10:48:47,100,536,True,2025-11-12 10:48:48,LAG,"Martinez,Lavin,Duarte",5,"Sugary drinks (e.g., soda, juice, energy drinks),Bakery items (e.g., pastries, cakes),Other (please specify)",Alimentos,1.0,4.0,2.0,3.0,5.0,6.0,,Never,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Aporte de proteína, carbohidratos y grasas saludables","Bebidas preparadas naturales sin azúcares, repostería keto, respondería sin azúcares sin harinas","Bebidas carbonatadas, galletas procesadas, papas fritas comerciales",Yes,Much more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",3.0,1.0,2.0,4.0,5.0,6.0,,4.0,2.0,1.0,3.0,5.0,,"Fue un precio alto al principio, pero al explicar los beneficios del producto fue conciderado y adquirido por el cliente","Buena presentación, larga vida del producto para estar en el mercado, constancia y facilidad para adquirir (stock)",F,20-29,University/college degree,25.55528680144596,-103.4236466919851,5.0,True,True
2025-11-11 12:32:04,2025-11-12 10:56:19,100,80654,True,2025-11-12 10:56:19,CEM,556,10+,"Sugary drinks (e.g., soda, juice, energy drinks),Dairy (e.g., milk, cheese, yogurt),Beer",,,,,,,,,Sometimes,,,,,,,,,,,,,Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",,,,,,,,,,,,,,"No ha funcionado, no se consumen","No, depende del cliente.",M,50-59,Preparatory School,0.0,0.0,12.0,True,False
2025-11-12 10:43:08,2025-11-12 10:57:26,100,858,True,2025-11-12 10:57:26,LAG,"Camacho,Muñoz,Navejas",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Bakery items (e.g., pastries, cakes),Beer",,1.0,5.0,3.0,4.0,2.0,6.0,,Sometimes,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Te da energía, positivismo","Yogurt, barras integrales, comida arabe","Refrescos, papas fritas, dulces",Yes,Slightly more expensive,Moderately visible (placed along with other items),2.0,3.0,4.0,5.0,1.0,6.0,,2.0,4.0,1.0,3.0,5.0,,"Han sido varios que sí y no, desde dulces deshidratados, ese producto no pegó, por falta de publicidad","Mayor publicidad y recomendaciones, además de tener un precio accesible",M,60-69,Preparatory School,0.0,0.0,12.0,True,False
2025-11-12 10:33:55,2025-11-12 10:57:54,100,1438,True,2025-11-12 10:57:54,TOL,"Sanchez, Villafuerte, Delgado",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Cigarettes",,4.0,6.0,3.0,2.0,1.0,5.0,Caducidad,Sometimes,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Healthy,Healthy,que contengan nutrientes,"Frijoles, verduras enlatadas, gelatinas","Refrescos, papas fritas, cerveza",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",1.0,5.0,2.0,6.0,4.0,3.0,Vienen días específicos a surtir lo que falte,4.0,5.0,3.0,1.0,2.0,"Entre más productos, mayor venta","Frutas y verduras, tuvieron buena recepción en su momento pero la competencia hizo que disminuyera la venta y ahora ya no lo vende","Ninguna, necesito más demanda de clientes",F,70+,Primary school,19.280975418305207,-99.68164897983432,12.0,True,True
2025-11-12 11:07:55,2025-11-12 11:11:27,100,211,True,2025-11-12 11:11:28,CEM,"Correa, Espinosa, Santamaria",,Other (please specify),,,,,,,,,Sometimes,,,,,,,,,,,,,Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",,,,,,,,,,,,,,,,M,50-59,Preparatory School,0.0,0.0,12.0,True,False
2025-11-12 10:53:09,2025-11-12 11:16:19,100,1390,True,2025-11-12 11:16:20,CEM,"Cruz, García, Yáñez",6,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Beer,Cigarettes",,4.0,1.0,5.0,2.0,3.0,6.0,ninguno,Never,Healthy,Unhealthy,Unhealthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,que sea mas natural,"frutas, verduras, y agua","sabritas, productos enlatados, refrescos",Yes,Much more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",3.0,1.0,2.0,4.0,5.0,6.0,,2.0,3.0,1.0,4.0,5.0,,"se integro, y fue un buen hit , hasta que los compradores lo dejaron de comprar por que se aburren y prefieren otros productos de la tienda, todavia se ofrece el producto.","que traigan muestras gratis se lo des al cliente, y ya despues que se traigan de forma normal",M,50-59,University/college degree,19.4183168,-99.155968,6.0,True,True
2025-11-12 10:49:27,2025-11-12 11:17:12,100,1665,True,2025-11-12 11:17:13,TOL,"Arroyo,Ramírez,Trujillo",3,"Sugary drinks (e.g., soda, juice, energy drinks),Beer,Cigarettes",,1.0,4.0,3.0,2.0,5.0,6.0,,Sometimes,Healthy,Healthy,Unhealthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Que sea totalmente natural,Agua embotellada  Galletas integrales  Dulces artesanales,Cerveza Cigarro Papás,Yes,Much more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",4.0,1.0,3.0,2.0,5.0,6.0,,2.0,4.0,1.0,3.0,5.0,,"Si,intentaron vender frutos secos,no los compraron los clientes,dejaron de venderlos",Que tengan más imágenes para que sean más llamativas,F,20-29,University/college degree,19.26831505970933,-99.7068106701889,3.0,True,True
2025-11-12 11:03:27,2025-11-12 11:21:13,100,1065,True,2025-11-12 11:21:13,CEM,"Múnzberg, Ramírez, Zamora",4,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Cigarettes",,1.0,4.0,3.0,2.0,5.0,6.0,,Sometimes,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"No mucha azúcar ,grasas,","El agua, yogurt,tortillas","Refresco, papas fritas, productos instantáneos",Yes,Slightly more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",1.0,2.0,4.0,5.0,3.0,6.0,,2.0,4.0,3.0,1.0,5.0,,No ha probado,Más promos para los productos saludables,F,40-49,University/college degree,0.0,0.0,4.0,True,False
2025-11-12 11:10:00,2025-11-12 11:27:20,100,1039,True,2025-11-12 11:27:21,PUE,"Alvarez Zinser, Santa Olalla Chavez, Solis Vázquez, Hernandez Hasso",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Dairy (e.g., milk, cheese, yogurt),Cigarettes,Bottled Water",,1.0,2.0,3.0,4.0,5.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,La frescura y el contenido de vitaminas.,"Lácteos, aguas embotelladas, huevos","Snacks, refrescos, cigarro",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",5.0,3.0,2.0,1.0,4.0,6.0,,2.0,3.0,1.0,4.0,5.0,,"Si trató, pero no tuvo demanda",Que sean mas constantes,M,60-69,Preparatory School,19.0055482,-98.3322633,12.0,True,True
2025-11-12 11:49:43,2025-11-12 12:02:14,100,750,True,2025-11-12 12:02:14,CEM,"González, Martínez, Toledo",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Bakery items (e.g., pastries, cakes),Beer",,3.0,1.0,2.0,5.0,4.0,6.0,,Sometimes,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Que no tenga químicos, que sea natural, que no sea tan procesado","Huevo, frijol, arroz, leche, atún","Cigarro, cerveza, bebidas energéticas",Yes,About the same,Moderately visible (placed along with other items),1.0,2.0,3.0,5.0,4.0,6.0,,2.0,4.0,3.0,1.0,5.0,,"La gente lo busca, los clientes lo siguen comprando",Que haya más continuación de los proveedores para dar el producto,M,50-59,Secondary school,19.513456025176,-99.21368736782968,12.0,True,True
2025-11-12 12:39:54,2025-11-12 12:55:30,100,936,True,2025-11-12 12:55:31,PUE,"Limon, Lopez, Zavala",10+,"Dairy (e.g., milk, cheese, yogurt),Fruits and vegetables,Cereals (e.g., breakfast cereals, oats)",,1.0,3.0,2.0,4.0,5.0,6.0,,Sometimes,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Que sea natural, lo que es frutas y verduras y que tienen corto lapso de vida y no tiene conservadores","Verduras, legumbres y frutas","Alcohol, refrescos y panes",Yes,Slightly more expensive,"Highly visible (e.g., front shelves, eye-level, near checkout)",4.0,2.0,1.0,3.0,5.0,6.0,,1.0,3.0,2.0,4.0,5.0,,"Vamos a hablar de algo tan secillo como el maracuya, que tiene mucho auge. Es una fruta poco conocida en Puebla. De inicio todos preguntaban que era y lo comparaban con la granada, pero al inicio meramente lo compraban por curiosidad, después la gente lo empezó a buscar mucho. Me pasó lo mismo, no conocía la fruta.","Normalmente lo que es productos saludables es más en la cuestión del comprador, por qué los proveedores que están en la central de abastos siempre lo ofrecen. Es algo más el consumidor y lo que pide.",M,60-69,Preparatory School,19.078140244354103,-98.21481107860882,12.0,True,True
2025-11-12 12:51:06,2025-11-12 13:03:23,100,736,True,2025-11-12 13:03:23,TOL,"Gomez,Franco,Vergara",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Dairy (e.g., milk, cheese, yogurt),Cigarettes",,1.0,5.0,2.0,3.0,4.0,6.0,,Sometimes,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Que no tenga tanto conservador ni tanto químico,"Lácteos, verdura y tortilla","Cigarro, cervezas y refrescos",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",1.0,2.0,3.0,5.0,4.0,6.0,,3.0,4.0,1.0,2.0,5.0,,"“Sí, pero tuvo muy baja demanda y ya no lo ofrecemos”",“Que den muestras y más impulso en cuestión de publicidad”,M,30-39,Preparatory School,19.27692623312,-99.6646156303846,12.0,True,True
2025-11-12 13:26:39,2025-11-12 13:34:29,100,469,True,2025-11-12 13:34:29,CEM,"Bautista, Nava, Ruiz",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Salty snacks (e.g., chips, pretzels, popcorn),Bread/Tortillas",,1.0,2.0,3.0,4.0,5.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,El buen aporte de nutrimentos al usuario.,"Snacks de verduras, semillas y nueces, tostadas caseras de vegetales.","Refrescos, dulces y papas fritas.",Yes,About the same,Moderately visible (placed along with other items),2.0,1.0,4.0,5.0,3.0,6.0,,1.0,4.0,2.0,3.0,5.0,,"Sí, lo he hecho. No son de los productos más vendidas, pero si hay ventas. Lo sigo vendiendo.",Más campañas de marketing,F,50-59,Preparatory School,19.59698167028044,-99.22673175525428,12.0,True,True
2025-11-12 13:18:33,2025-11-12 13:34:37,100,963,True,2025-11-12 13:34:38,SLP,"Gonzalez,Santoyo,Gomez",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Toiletries (e.g., soaps, shampoos, home-cleaning products),Beer",,1.0,3.0,2.0,5.0,4.0,6.0,,Often,Healthy,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Nutritivo, sin conservadores.","Frutas, verduras y leche","Maruchan, productos flaming Hot, refrescos.",Yes,About the same,"Highly visible (e.g., front shelves, eye-level, near checkout)",3.0,2.0,1.0,4.0,5.0,6.0,,2.0,4.0,3.0,1.0,5.0,,"Frutas deshidratadas (camote, betabel, manzana, platano) la intento promocionar como un snack saludable, pero no tuvo buen recibimiento por parte de los clientes.",Más publicidad y costo competitivo.,F,50-59,Preparatory School,0.0,0.0,12.0,True,False
2025-11-12 15:14:45,2025-11-12 15:29:25,100,880,True,2025-11-12 15:29:25,SLP,"Bear, Herrera, Robles",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Bread/Tortillas,Other (please specify)",Egg,,,,,,,,Never,Healthy,Unhealthy,Unhealthy,Healthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy,"Que sea fresco, verde o natural, que no esté procesado y que no tenga conservadores","Agua, huevo y leche","Refresco, cigarro y cerveza",Yes,About the same,Moderately visible (placed along with other items),1.0,2.0,3.0,4.0,5.0,6.0,,3.0,4.0,2.0,1.0,5.0,,Si lo compramos pero los clientes no lo llevan por el precio,Propaganda por parte de ellos para que la gente quiera comprar sus productos,M,50-59,Preparatory School,22.17409340344782,-101.01797219189372,12.0,True,True
2025-11-12 15:54:57,2025-11-12 16:06:18,100,680,True,2025-11-12 16:06:18,CCM,"Esquivel,Tessan,Omarzai",10+,"Sugary drinks (e.g., soda, juice, energy drinks),Dairy (e.g., milk, cheese, yogurt),Fruits and vegetables",,2.0,1.0,4.0,3.0,5.0,6.0,,Never,Healthy,Healthy,Healthy,Healthy,Unhealthy,Unhealthy,Healthy,Unhealthy,Unhealthy,Que sean frutas o verduras y que no esté embotellado,"Verdura, queso y leche","Refrescos, papas fritas, alcohol",Yes,Slightly more expensive,Moderately visible (placed along with other items),3.0,2.0,4.0,1.0,5.0,6.0,,2.0,3.0,4.0,1.0,5.0,,No lo aún intentado,Precios bajos y descuentos,M,30-39,Preparatory School,19.343714390861518,-99.12582031929516,12.0,True,True
